company_name,capital,location,source,crawl_date
アイム・ファクトリー,"1,500万",,ses_beginner,2026-07-02
セルカシステム,"1,500万",,ses_beginner,2026-07-02
アクセラゲート,"1,500万",,ses_beginner,2026-07-02
オークス・ソリューション,"1,500万",,ses_beginner,2026-07-02
シーシーエス,"1,500万",,ses_beginner,2026-07-02
パーフェクトマニージ,"1,500万",,ses_beginner,2026-07-02
システムクエスト,"1,500万",,ses_beginner,2026-07-02
イーネット,"1,500万",,ses_beginner,2026-07-02
スピードリンクジャパン,"1,500万",,ses_beginner,2026-07-02
アトラスコンピュータ,"1,500万",,ses_beginner,2026-07-02
アイルビーソリューションズ,"1,500万",,ses_beginner,2026-07-02
アンツビズシェア,"1,500万",,ses_beginner,2026-07-02
ハンセン,"1,500万",,ses_beginner,2026-07-02
ユナイテッド・ネットワーク,"1,500万",,ses_beginner,2026-07-02
マイネット,"1,500万",,ses_beginner,2026-07-02
ユー・システム,"1,500万",,ses_beginner,2026-07-02
創研情報,"1,500万",,ses_beginner,2026-07-02
トップゲート,"1,500万",,ses_beginner,2026-07-02
ウェブフロンティア,"1,500万",,ses_beginner,2026-07-02
リーマンシステム,"1,500万",,ses_beginner,2026-07-02
グルーヴィ,"1,500万",,ses_beginner,2026-07-02
ダブルクロップ,"1,500万",,ses_beginner,2026-07-02
ステラ,"1,565万",,ses_beginner,2026-07-02
東京コンピュータシステム,"1,600万",,ses_beginner,2026-07-02
ジー・エス・シー,"1,600万",,ses_beginner,2026-07-02
シー・アイ・エス,"1,700万",,ses_beginner,2026-07-02
日本システムデザイン,"1,700万",,ses_beginner,2026-07-02
人材総合サービス,"1,700万",,ses_beginner,2026-07-02
Ｃ－ＨＲＣ,"1,750万",,ses_beginner,2026-07-02
アイアイ・ネットワーク,"1,800万",,ses_beginner,2026-07-02
キャリアヴィジョン,"1,800万",,ses_beginner,2026-07-02
天時情報システム,"1,800万",,ses_beginner,2026-07-02
トレンドワークス,"1,825万",,ses_beginner,2026-07-02
ビーサンク,"1,860万",,ses_beginner,2026-07-02
ライズウィル,"1,900万",,ses_beginner,2026-07-02
イービーエス,"1,900万",,ses_beginner,2026-07-02
ビルドシステム,"1,900万",,ses_beginner,2026-07-02
アドベンテック,"1,950万",,ses_beginner,2026-07-02
ドリームビジョン,"2,000万",,ses_beginner,2026-07-02
ニューシステムズテクノロジー,"2,000万",,ses_beginner,2026-07-02
リズネット,"2,000万",,ses_beginner,2026-07-02
エフ・エスソフトウェア開発,"2,000万",,ses_beginner,2026-07-02
フィズー,"2,000万",,ses_beginner,2026-07-02
ソラマス・ソフトウェア・サービス,"2,000万",,ses_beginner,2026-07-02
エルバーラ・スイス,"2,000万",,ses_beginner,2026-07-02
ライトクルー,"2,000万",,ses_beginner,2026-07-02
ビップシステムズ,"2,000万",,ses_beginner,2026-07-02
エム・イー・ジー,"2,000万",,ses_beginner,2026-07-02
レッツビジネスブレーン,"2,000万",,ses_beginner,2026-07-02
ユニオン・テクノロジー,"2,000万",,ses_beginner,2026-07-02
ＧｒｏｗｔｈＳｑｕａｒｅ,"2,000万",,ses_beginner,2026-07-02
アールアイ・ソフトウェア,"2,000万",,ses_beginner,2026-07-02
エトナ,"2,000万",,ses_beginner,2026-07-02
コンピューター・システム・エコー,"2,000万",,ses_beginner,2026-07-02
センチュリーメディア,"2,000万",,ses_beginner,2026-07-02
マックシステム,"2,000万",,ses_beginner,2026-07-02
ライトクリエイションシステム,"2,000万",,ses_beginner,2026-07-02
アイデンティティー,"2,000万",,ses_beginner,2026-07-02
インフォコム東日本,"2,000万",,ses_beginner,2026-07-02
クライス,"2,000万",,ses_beginner,2026-07-02
ケーシーエスキャロット,"2,000万",,ses_beginner,2026-07-02
システムコミュニケータ,"2,000万",,ses_beginner,2026-07-02
シャタイシステムズ,"2,000万",,ses_beginner,2026-07-02
タンデム,"2,000万",,ses_beginner,2026-07-02
トリニファイ,"2,000万",,ses_beginner,2026-07-02
バックヤードビルダー,"2,000万",,ses_beginner,2026-07-02
ロックビレッジ・テクノブレインズ,"2,000万",,ses_beginner,2026-07-02
日本テクノウエア,"2,000万",,ses_beginner,2026-07-02
ソフトユージング,"2,000万",,ses_beginner,2026-07-02
シンメトリクス,"2,000万",,ses_beginner,2026-07-02
フォワードソフト,"2,000万",,ses_beginner,2026-07-02
オリエントシステム,"2,000万",,ses_beginner,2026-07-02
ノバックス,"2,000万",,ses_beginner,2026-07-02
コンパス,"2,000万",,ses_beginner,2026-07-02
ビジネス・リンク,"2,000万",,ses_beginner,2026-07-02
インテリジェントコミュニケーションズ,"2,000万",,ses_beginner,2026-07-02
アクロネット,"2,000万",,ses_beginner,2026-07-02
アクロスボード,"2,000万",,ses_beginner,2026-07-02
ライジングシステム,"2,000万",,ses_beginner,2026-07-02
金融情報サービス,"2,000万",,ses_beginner,2026-07-02
リンクプラン,"2,000万",,ses_beginner,2026-07-02
マジックウェイ,"2,000万",,ses_beginner,2026-07-02
セル,"2,000万",,ses_beginner,2026-07-02
キャリアバンク,"2,000万",,ses_beginner,2026-07-02
ゼファシステムズ,"2,000万",,ses_beginner,2026-07-02
イズム,"2,000万",,ses_beginner,2026-07-02
アルト,"2,000万",,ses_beginner,2026-07-02
マクロメディカル,"2,000万",,ses_beginner,2026-07-02
コンピュータリピート,"2,000万",,ses_beginner,2026-07-02
カインド情報技研,"2,000万",,ses_beginner,2026-07-02
ケープロジェクト,"2,000万",,ses_beginner,2026-07-02
エアケント,"2,000万",,ses_beginner,2026-07-02
インフォメーションポート,"2,000万",,ses_beginner,2026-07-02
アクシス・クリエイト,"2,000万",,ses_beginner,2026-07-02
サーブ,"2,000万",,ses_beginner,2026-07-02
センスインタナショナル,"2,000万",,ses_beginner,2026-07-02
エスツーソフト,"2,000万",,ses_beginner,2026-07-02
SSC,"2,000万",,ses_beginner,2026-07-02
OZsoft,"2,000万",,ses_beginner,2026-07-02
インプルーブ,"2,000万",,ses_beginner,2026-07-02
イエローテイルズ,"2,000万",,ses_beginner,2026-07-02
GHソリューション,"2,000万",,ses_beginner,2026-07-02
末広システム,"2,000万",,ses_beginner,2026-07-02
プロフェース・システムズ,"2,000万",,ses_beginner,2026-07-02
デイブレイク,"2,000万",,ses_beginner,2026-07-02
タキオン,"2,000万",,ses_beginner,2026-07-02
システマーズ,"2,000万",,ses_beginner,2026-07-02
エービーシー・ジャパン,"2,000万",,ses_beginner,2026-07-02
KHJサービス,"2,000万",,ses_beginner,2026-07-02
システムクリエイティブ,"2,000万",,ses_beginner,2026-07-02
コンピュータ・レスキュー,"2,000万",,ses_beginner,2026-07-02
グロースアンドコミュニケーションズ,"2,000万",,ses_beginner,2026-07-02
ナステック,"2,000万",,ses_beginner,2026-07-02
ティーアンドエス,"2,000万",,ses_beginner,2026-07-02
ソフトライ,"2,000万",,ses_beginner,2026-07-02
インテレクト,"2,070万",,ses_beginner,2026-07-02
アクティブ・アイティ,"2,100万",,ses_beginner,2026-07-02
エー・アンド・ディ,"2,100万",,ses_beginner,2026-07-02
アイビス,"2,100万",,ses_beginner,2026-07-02
セブンシーズ,"2,100万",,ses_beginner,2026-07-02
エー・アイ・エムスタッフ,"2,120万",,ses_beginner,2026-07-02
エス・アイ・シー,"2,195万",,ses_beginner,2026-07-02
ネクストビジョン,"2,200万",,ses_beginner,2026-07-02
コア,"2,200万",,ses_beginner,2026-07-02
ファーストステップ,"2,218万",,ses_beginner,2026-07-02
ジーアンドエフ,"2,300万",,ses_beginner,2026-07-02
アースネット,"2,300万",,ses_beginner,2026-07-02
トライアローズ,"2,330万",,ses_beginner,2026-07-02
アヴァント,"2,400万",,ses_beginner,2026-07-02
ユリーカ,"2,400万",,ses_beginner,2026-07-02
エス・エー・エス,"2,400万",,ses_beginner,2026-07-02
システムアイ,"2,500万",,ses_beginner,2026-07-02
アイサン情報システム,"2,500万",,ses_beginner,2026-07-02
ベイキューブシー,"2,500万",,ses_beginner,2026-07-02
アントレンド,"2,500万",,ses_beginner,2026-07-02
グッドワークス,"2,500万",,ses_beginner,2026-07-02
リキネットシステム,"2,500万",,ses_beginner,2026-07-02
日本情報通信技術,"2,500万",,ses_beginner,2026-07-02
テクノデータ,"2,500万",,ses_beginner,2026-07-02
フィクシー,"2,500万",,ses_beginner,2026-07-02
エムテック,"2,500万",,ses_beginner,2026-07-02
エムアールピー,"2,500万",,ses_beginner,2026-07-02
フュージョンブレーン,"2,500万",,ses_beginner,2026-07-02
エムエスシステム,"2,530万",,ses_beginner,2026-07-02
IFTEC,"2,600万",,ses_beginner,2026-07-02
ビ・ハイア,"2,700万",,ses_beginner,2026-07-02
コアーズ,"2,700万",,ses_beginner,2026-07-02
スタイラジー,"2,710万",,ses_beginner,2026-07-02
アクセル・モード,"2,740万",,ses_beginner,2026-07-02
アイブレインズ,"2,750万",,ses_beginner,2026-07-02
トレストーレス,"2,755万",,ses_beginner,2026-07-02
Nurinubi,"2,800万",,ses_beginner,2026-07-02
MA Solutions,"2,866万",,ses_beginner,2026-07-02
ブルーネットジャパン,"2,950万",,ses_beginner,2026-07-02
システムコミュニケーションズ,"3,000万",,ses_beginner,2026-07-02
日本テムズ,"3,000万",,ses_beginner,2026-07-02
アイトライ,"3,000万",,ses_beginner,2026-07-02
アイ・シー・ティー21,"3,000万",,ses_beginner,2026-07-02
樋口総合研究所,"3,000万",,ses_beginner,2026-07-02
ピーデーエスコンピュータ,"3,000万",,ses_beginner,2026-07-02
サンショウシステム,"3,000万",,ses_beginner,2026-07-02
サンエイソフトウェアジャパン,"3,000万",,ses_beginner,2026-07-02
A-STAR,"3,000万",,ses_beginner,2026-07-02
ジェイエスピー,"3,000万",,ses_beginner,2026-07-02
エンコムウェア,"3,000万",,ses_beginner,2026-07-02
テクノブレイブ,"3,000万",,ses_beginner,2026-07-02
リアルシス,"3,000万",,ses_beginner,2026-07-02
アイキューブ,"3,000万",,ses_beginner,2026-07-02
アイテクノ,"3,000万",,ses_beginner,2026-07-02
アスタリスク,"3,000万",,ses_beginner,2026-07-02
イー・シー・アンドエム,"3,000万",,ses_beginner,2026-07-02
ウエスト,"3,000万",,ses_beginner,2026-07-02
クリナム,"3,000万",,ses_beginner,2026-07-02
グレースコミュニケーション,"3,000万",,ses_beginner,2026-07-02
コスメル,"3,000万",,ses_beginner,2026-07-02
フィジオ,"3,000万",,ses_beginner,2026-07-02
フォーサイト・バリュー・テクノロジー,"3,000万",,ses_beginner,2026-07-02
プレスク,"3,000万",,ses_beginner,2026-07-02
マイネット・グループ,"3,000万",,ses_beginner,2026-07-02
日本ソフトウェアクリエイティブ,"3,000万",,ses_beginner,2026-07-02
グローブテック・ジャパン,"3,000万",,ses_beginner,2026-07-02
アプリケーションスペース,"3,000万",,ses_beginner,2026-07-02
シスマック,"3,000万",,ses_beginner,2026-07-02
エス・イー・プロジェクト,"3,000万",,ses_beginner,2026-07-02
イスコ,"3,000万",,ses_beginner,2026-07-02
アイラビット,"3,000万",,ses_beginner,2026-07-02
ライプ,"3,000万",,ses_beginner,2026-07-02
バリュープランニング,"3,000万",,ses_beginner,2026-07-02
クリエーション・ビュー,"3,000万",,ses_beginner,2026-07-02
ユーコム,"3,000万",,ses_beginner,2026-07-02
ティップトップソフトウェア,"3,000万",,ses_beginner,2026-07-02
シーキューブソフト,"3,000万",,ses_beginner,2026-07-02
ウィナス,"3,000万",,ses_beginner,2026-07-02
ワイヤードパッケージ,"3,000万",,ses_beginner,2026-07-02
キャリアシステムズ,"3,000万",,ses_beginner,2026-07-02
オレンジネット,"3,000万",,ses_beginner,2026-07-02
エヌアイシー・ソフト,"3,000万",,ses_beginner,2026-07-02
情報電子,"3,000万",,ses_beginner,2026-07-02
ブレーンネット,"3,000万",,ses_beginner,2026-07-02
フェアーウェイ,"3,000万",,ses_beginner,2026-07-02
カスタマトリックス,"3,000万",,ses_beginner,2026-07-02
エース・システム・エンジニアリング,"3,000万",,ses_beginner,2026-07-02
永山コンピューターサービス,"3,000万",,ses_beginner,2026-07-02
インフォメーションサービスフォース,"3,000万",,ses_beginner,2026-07-02
テクノコア,"3,000万",,ses_beginner,2026-07-02
アイビーシステムズ,"3,000万",,ses_beginner,2026-07-02
アクティブエージェント,"3,000万",,ses_beginner,2026-07-02
電算サービス,"3,000万",,ses_beginner,2026-07-02
インフロント,"3,000万",,ses_beginner,2026-07-02
アビックシステム,"3,000万",,ses_beginner,2026-07-02
アジアンリンク,"3,000万",,ses_beginner,2026-07-02
ブール・ジャパン,"3,000万",,ses_beginner,2026-07-02
コミッションダイバー,"3,000万",,ses_beginner,2026-07-02
コムファイ,"3,000万",,ses_beginner,2026-07-02
システムヴァン,"3,000万",,ses_beginner,2026-07-02
アライアンス,"3,000万",,ses_beginner,2026-07-02
ビートテック,"3,000万",,ses_beginner,2026-07-02
システムクレール,"3,000万",,ses_beginner,2026-07-02
エスイーアーキテクト,"3,000万",,ses_beginner,2026-07-02
ウィズ・ワン,"3,000万",,ses_beginner,2026-07-02
スタイルズ,"3,000万",,ses_beginner,2026-07-02
アイティーソリューション,"3,000万",,ses_beginner,2026-07-02
YAZ,"3,000万",,ses_beginner,2026-07-02
GFD,"3,000万",,ses_beginner,2026-07-02
G.A.P,"3,000万",,ses_beginner,2026-07-02
フェムト,"3,000万",,ses_beginner,2026-07-02
ティーピーエス,"3,000万",,ses_beginner,2026-07-02
加賀ライズ,"3,000万",,ses_beginner,2026-07-02
トータルオーエーシステムズ,"3,000万",,ses_beginner,2026-07-02
シャンテリー,"3,000万",,ses_beginner,2026-07-02
コモドソリューションズ,"3,000万",,ses_beginner,2026-07-02
クリエイション,"3,000万",,ses_beginner,2026-07-02
ウェーブ,"3,000万",,ses_beginner,2026-07-02
トーワシステムサポート,"3,100万",,ses_beginner,2026-07-02
総合データ・センター,"3,100万",,ses_beginner,2026-07-02
キャスレーコンサルティング,"3,200万",,ses_beginner,2026-07-02
ウインワンズウエイ,"3,200万",,ses_beginner,2026-07-02
ネクサート,"3,200万",,ses_beginner,2026-07-02
ウイングソリューションズ,"3,420万",,ses_beginner,2026-07-02
第一コンピューター,"3,500万",,ses_beginner,2026-07-02
シスコン,"3,500万",,ses_beginner,2026-07-02
スコープ,"3,500万",,ses_beginner,2026-07-02
ネッツ,"3,500万",,ses_beginner,2026-07-02
ピー・アンド・ヴァック,"3,500万",,ses_beginner,2026-07-02
スレッドアンドハーフ,"3,500万",,ses_beginner,2026-07-02
マネジメント・ブレインズ,"3,500万",,ses_beginner,2026-07-02
システム・クリエート,"3,500万",,ses_beginner,2026-07-02
ネクサス,"3,500万",,ses_beginner,2026-07-02
テントセント,"3,550万",,ses_beginner,2026-07-02
アプリコットネットワーク,"3,600万",,ses_beginner,2026-07-02
エーソル,"3,600万",,ses_beginner,2026-07-02
アクティブ,"3,640万",,ses_beginner,2026-07-02
ダイヤモンドヘッド,"3,650万",,ses_beginner,2026-07-02
アイソルート,"3,710万",,ses_beginner,2026-07-02
メディアベース,"3,800万",,ses_beginner,2026-07-02
インサイト,"3,800万",,ses_beginner,2026-07-02
明幸フォーラム,"3,900万",,ses_beginner,2026-07-02
キューズ,"3,976万",,ses_beginner,2026-07-02
ＤＡＴＡビジネス,"4,000万",,ses_beginner,2026-07-02
ディライトテクノロジー,"4,000万",,ses_beginner,2026-07-02
エフ・エム,"4,000万",,ses_beginner,2026-07-02
システムマネージメント,"4,000万",,ses_beginner,2026-07-02
ビットストロング,"4,000万",,ses_beginner,2026-07-02
東京ソフトウェア,"4,000万",,ses_beginner,2026-07-02
ティエスイー,"4,000万",,ses_beginner,2026-07-02
ミント,"4,000万",,ses_beginner,2026-07-02
フューチャー・アンティークス,"4,000万",,ses_beginner,2026-07-02
コンピュータマネジメント,"4,000万",,ses_beginner,2026-07-02
セレッテ,"4,000万",,ses_beginner,2026-07-02
ルーセント・グローバル,"4,000万",,ses_beginner,2026-07-02
柊ソフト開発,"4,000万",,ses_beginner,2026-07-02
アイ・シー・シー,"4,000万",,ses_beginner,2026-07-02
システムハウス．アイエヌジー,"4,000万",,ses_beginner,2026-07-02
フォー・ジェイ,"4,000万",,ses_beginner,2026-07-02
アリス,"4,000万",,ses_beginner,2026-07-02
ジー・ブーン,"4,180万",,ses_beginner,2026-07-02
セビックス,"4,200万",,ses_beginner,2026-07-02
東海ビジネスサービス,"4,200万",,ses_beginner,2026-07-02
プレジール,"4,200万",,ses_beginner,2026-07-02
ジャパンコミュニケーション,"4,200万",,ses_beginner,2026-07-02
ヅノー,"4,200万",,ses_beginner,2026-07-02
中央コンピューターサービス,"4,200万",,ses_beginner,2026-07-02
ニーズシェア,"4,288万",,ses_beginner,2026-07-02
システム・ユー,"4,300万",,ses_beginner,2026-07-02
ジオテック情報システム,"4,300万",,ses_beginner,2026-07-02
システム技研,"4,500万",,ses_beginner,2026-07-02
アイエスエイプラン,"4,500万",,ses_beginner,2026-07-02
ゼネット,"4,500万",,ses_beginner,2026-07-02
ファーンリッジ・ジャパン,"4,500万",,ses_beginner,2026-07-02
UTシステム,"4,500万",,ses_beginner,2026-07-02
アンリミテッド,"4,560万",,ses_beginner,2026-07-02
アクレスコ,"4,600万",,ses_beginner,2026-07-02
デンサン,"4,600万",,ses_beginner,2026-07-02
ポピュラーソフト,"4,747万",,ses_beginner,2026-07-02
フレクト,"4,750万",,ses_beginner,2026-07-02
セントラル技研,"4,800万",,ses_beginner,2026-07-02
協立技研工業,"4,800万",,ses_beginner,2026-07-02
システム・アナライズ,"4,800万",,ses_beginner,2026-07-02
ソフトウェアサービス,"4,800万",,ses_beginner,2026-07-02
ニッコクソフト,"4,800万",,ses_beginner,2026-07-02
シンクスバンク,"4,800万",,ses_beginner,2026-07-02
グロウ,"4,830万",,ses_beginner,2026-07-02
エム・シー・シー,"4,850万",,ses_beginner,2026-07-02
マネージ,"4,850万",,ses_beginner,2026-07-02
ギャラクシィ,"4,969万",,ses_beginner,2026-07-02
フロンテック,"5,000万",,ses_beginner,2026-07-02
コムコシステム,"5,000万",,ses_beginner,2026-07-02
エム・フィールド,"5,000万",,ses_beginner,2026-07-02
アイスペック・ビジネスブレイン,"5,000万",,ses_beginner,2026-07-02
システム・コミュニケート,"5,000万",,ses_beginner,2026-07-02
アローシステム開発,"5,000万",,ses_beginner,2026-07-02
エフネット,"5,000万",,ses_beginner,2026-07-02
KSF,"5,000万",,ses_beginner,2026-07-02
ゼネテック,"5,000万",,ses_beginner,2026-07-02
エンベックス,"5,000万",,ses_beginner,2026-07-02
エム・オー・シー,"5,000万",,ses_beginner,2026-07-02
イントゥ,"5,000万",,ses_beginner,2026-07-02
ヴィーナス・ブラスト,"5,000万",,ses_beginner,2026-07-02
ウエルストーン,"5,000万",,ses_beginner,2026-07-02
カーネル,"5,000万",,ses_beginner,2026-07-02
クリーブ,"5,000万",,ses_beginner,2026-07-02
サイバーテック,"5,000万",,ses_beginner,2026-07-02
セブンティエイトアイティ,"5,000万",,ses_beginner,2026-07-02
ソフトビジョン,"5,000万",,ses_beginner,2026-07-02
テクノ情報システム,"5,000万",,ses_beginner,2026-07-02
ブレインスタッフ,"5,000万",,ses_beginner,2026-07-02
プロフェッショナル・ネットワークス,"5,000万",,ses_beginner,2026-07-02
ホープス,"5,000万",,ses_beginner,2026-07-02
メガ・テクノロジー,"5,000万",,ses_beginner,2026-07-02
協栄情報,"5,000万",,ses_beginner,2026-07-02
ユーエスエス,"5,000万",,ses_beginner,2026-07-02
サイビーンズ,"5,000万",,ses_beginner,2026-07-02
シアトルコンサルティング,"5,000万",,ses_beginner,2026-07-02
ケーエムケーワールド,"5,000万",,ses_beginner,2026-07-02
日本デジタルデザイン,"5,000万",,ses_beginner,2026-07-02
バンキング・システムズ,"5,000万",,ses_beginner,2026-07-02
サプライ,"5,000万",,ses_beginner,2026-07-02
アビット,"5,000万",,ses_beginner,2026-07-02
ユビテックソリューションズ,"5,000万",,ses_beginner,2026-07-02
テクノウェイブ,"5,000万",,ses_beginner,2026-07-02
コスモ・コンピューティングシステム,"5,000万",,ses_beginner,2026-07-02
エクセル・システムプロダクト,"5,000万",,ses_beginner,2026-07-02
ジェイテックアドバンストテクノロジ,"5,000万",,ses_beginner,2026-07-02
エス・アイ・エス,"5,000万",,ses_beginner,2026-07-02
エーティ・プランニング,"5,000万",,ses_beginner,2026-07-02
クロスパワー,"5,000万",,ses_beginner,2026-07-02
レバレジーズ,"5,000万",,ses_beginner,2026-07-02
サンシーア,"5,000万",,ses_beginner,2026-07-02
キーウォーカー,"5,000万",,ses_beginner,2026-07-02
アプリケーションプランニング,"5,000万",,ses_beginner,2026-07-02
アンリミ,"5,000万",,ses_beginner,2026-07-02
ローチェ,"5,000万",,ses_beginner,2026-07-02
日本総合システム,"5,000万",,ses_beginner,2026-07-02
東日本技術研究所,"5,000万",,ses_beginner,2026-07-02
バリューソフトウエア,"5,000万",,ses_beginner,2026-07-02
サントラスト,"5,000万",,ses_beginner,2026-07-02
アクシス,"5,000万",,ses_beginner,2026-07-02
リグロス,"5,000万",,ses_beginner,2026-07-02
パトリオット,"5,023万",,ses_beginner,2026-07-02
ヴァイタル・インフォメーション,"5,030万",,ses_beginner,2026-07-02
エヌテック,"5,150万",,ses_beginner,2026-07-02
アイシーズ,"5,200万",,ses_beginner,2026-07-02
ゴーイング・ドットコム,"5,500万",,ses_beginner,2026-07-02
フェーズワン,"5,618万",,ses_beginner,2026-07-02
パワーエッジ,"5,700万",,ses_beginner,2026-07-02
ナビッピドットコム,"5,725万",,ses_beginner,2026-07-02
日本ソフトウェア,"5,731万",,ses_beginner,2026-07-02
アインザ,"5,790万",,ses_beginner,2026-07-02
ジャパン・コンピュータ・テクノロジー,"5,800万",,ses_beginner,2026-07-02
マイクロネットワークテクノロジーズ,"5,900万",,ses_beginner,2026-07-02
アイコムソフト,"6,000万",,ses_beginner,2026-07-02
ワンダフルフライ,"6,000万",,ses_beginner,2026-07-02
富士インフォックス・ネット,"6,000万",,ses_beginner,2026-07-02
サンソウシステムズ,"6,000万",,ses_beginner,2026-07-02
信興テクノミスト,"6,000万",,ses_beginner,2026-07-02
医療システムズ,"6,000万",,ses_beginner,2026-07-02
メディアジョイント,"6,000万",,ses_beginner,2026-07-02
ネットリンクス,"6,000万",,ses_beginner,2026-07-02
スタッフアイ,"6,000万",,ses_beginner,2026-07-02
アヴァンザ,"6,000万",,ses_beginner,2026-07-02
日本キャスト,"6,000万",,ses_beginner,2026-07-02
システム・ビット,"6,140万",,ses_beginner,2026-07-02
カイエンシステム開発,"6,350万",,ses_beginner,2026-07-02
日本ソフトウエア,"6,400万",,ses_beginner,2026-07-02
エー・アール・シー,"7,000万",,ses_beginner,2026-07-02
ヒューマンシステム,"7,000万",,ses_beginner,2026-07-02
ユートピア,"7,000万",,ses_beginner,2026-07-02
アビソル,"7,000万",,ses_beginner,2026-07-02
クイックサーブ,"7,000万",,ses_beginner,2026-07-02
コンピューターサイエンス,"7,000万",,ses_beginner,2026-07-02
東京システムズ,"7,000万",,ses_beginner,2026-07-02
アカシック,"7,000万",,ses_beginner,2026-07-02
パブリックソフトウエア,"7,000万",,ses_beginner,2026-07-02
プライムハート,"7,000万",,ses_beginner,2026-07-02
日本ナレッジ,"7,100万",,ses_beginner,2026-07-02
シーシー・ネットワーク,"7,200万",,ses_beginner,2026-07-02
テクノインフィニタス,"7,500万",,ses_beginner,2026-07-02
ピーアンドアイ,"7,900万",,ses_beginner,2026-07-02
システムサービス,"8,000万",,ses_beginner,2026-07-02
コアコンセプト・テクノロジー,"8,000万",,ses_beginner,2026-07-02
東京システムリサーチ,"8,000万",,ses_beginner,2026-07-02
創夢,"8,000万",,ses_beginner,2026-07-02
クリエーティブソリューションズ,"8,000万",,ses_beginner,2026-07-02
コスモ,"8,000万",,ses_beginner,2026-07-02
アクサス,"8,000万",,ses_beginner,2026-07-02
サンウェル,"8,000万",,ses_beginner,2026-07-02
トライアロー,"8,000万",,ses_beginner,2026-07-02
ソルクレオ,"8,000万",,ses_beginner,2026-07-02
エヌエスイー,"8,000万",,ses_beginner,2026-07-02
ハイテクシステム,"8,000万",,ses_beginner,2026-07-02
トリオシステムズ,"8,004万",,ses_beginner,2026-07-02
ハミーズシステム,"8,500万",,ses_beginner,2026-07-02
インガルス,"8,800万",,ses_beginner,2026-07-02
ディ・アイ・システム,"8,835万",,ses_beginner,2026-07-02
スーパーソフトウエア,"9,000万",,ses_beginner,2026-07-02
タイムインターメディア,"9,000万",,ses_beginner,2026-07-02
ユー・エス・イー,"9,000万",,ses_beginner,2026-07-02
エヌ・アンド・アイ・システムズ,"9,000万",,ses_beginner,2026-07-02
クロス・コミュニケーション,"9,000万",,ses_beginner,2026-07-02
ソフトウエア・サイエンス,"9,000万",,ses_beginner,2026-07-02
パーソンズ,"9,000万",,ses_beginner,2026-07-02
エイチ・エル・シー,"9,000万",,ses_beginner,2026-07-02
アクティブ・ワーク,"9,400万",,ses_beginner,2026-07-02
アプサ,"9,490万",,ses_beginner,2026-07-02
キューアンドエーワークス,"9,746万",,ses_beginner,2026-07-02
コガソフトウェア,"9,756万",,ses_beginner,2026-07-02
アイテック,"9,760万",,ses_beginner,2026-07-02
システック,"9,800万",,ses_beginner,2026-07-02
プリネッツ,"9,800万",,ses_beginner,2026-07-02
ウィツ,"9,800万",,ses_beginner,2026-07-02
デジタルフォルン,"9,810万",,ses_beginner,2026-07-02
パートナー,"9,888万",,ses_beginner,2026-07-02
ギガ,"9,900万",,ses_beginner,2026-07-02
YSLソリューション,"9,900万",,ses_beginner,2026-07-02
国際ソフトウェア,"9,900万",,ses_beginner,2026-07-02
アルファ・ウェーブ,"9,950万",,ses_beginner,2026-07-02
デーコム,"9,955万",,ses_beginner,2026-07-02
LASSIC,"9,968万",,ses_beginner,2026-07-02
プロビズモ,"9,985万",,ses_beginner,2026-07-02
セレクティ,1億,,ses_beginner,2026-07-02
クリエイティブキャスト,1億,,ses_beginner,2026-07-02
メイプルシステムズ,1億,,ses_beginner,2026-07-02
エヌ・ティ・ティ・システム開発,1億,,ses_beginner,2026-07-02
システムイオ,1億,,ses_beginner,2026-07-02
チャンスラボ,1億,,ses_beginner,2026-07-02
システムクルー,1億,,ses_beginner,2026-07-02
キャル,1億,,ses_beginner,2026-07-02
経営情報センター,1億,,ses_beginner,2026-07-02
クラスメソッド,1億,,ses_beginner,2026-07-02
アイエスアイ,1億,,ses_beginner,2026-07-02
エスネット,1億,,ses_beginner,2026-07-02
シー・エス・イー,1億,,ses_beginner,2026-07-02
シスラボ,1億,,ses_beginner,2026-07-02
プロシード,1億,,ses_beginner,2026-07-02
ジェイ・クリエイション,1億,,ses_beginner,2026-07-02
マジックソフトウェア・ジャパン,1億,,ses_beginner,2026-07-02
トラストシステム,1億,,ses_beginner,2026-07-02
サイプレス・ソリューションズ,1億,,ses_beginner,2026-07-02
エバーネットデータ,1億,,ses_beginner,2026-07-02
日本システム開発,1億,,ses_beginner,2026-07-02
銀河ソフトウェア,1億,,ses_beginner,2026-07-02
シー・エム・エス,1億,,ses_beginner,2026-07-02
ソルパック,1億,,ses_beginner,2026-07-02
システムアート,1億,,ses_beginner,2026-07-02
フロムスクラッチ,1億,,ses_beginner,2026-07-02
SALES ROBOTICS,1億,,ses_beginner,2026-07-02
ジスクソフト,1億,,ses_beginner,2026-07-02
アイセル,1億,,ses_beginner,2026-07-02
コムシス,1億,,ses_beginner,2026-07-02
日本テクノストラクチャア,1億,,ses_beginner,2026-07-02
コムウェア,1億,,ses_beginner,2026-07-02
アイエム,"1億1,300万",,ses_beginner,2026-07-02
エイジレス,"1億1,689万",,ses_beginner,2026-07-02
日本クラウド,"1億2,452万",,ses_beginner,2026-07-02
ヘルメスシステムズ,"1億7,000万",,ses_beginner,2026-07-02
ユニシステム,"1億7,000万",,ses_beginner,2026-07-02
